set_id,block_id,session_id,set_order,reps_parsed,distance_parsed_m,block_volume_m,block_type,prescription_text,zones,styles,materials,skills,atomization,source_fidelity
RKF-MAST-NC-095-B05-S01,RKF-MAST-NC-095-B05,RKF-MAST-NC-095,1,7,100,700,Principal,"700 m: 7×100 @20"": 75 A1→A2 progressivo +25 A1 restaurando amplitude antes da repetição seguinte.",A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-095-B06-S01,RKF-MAST-NC-095-B06,RKF-MAST-NC-095,1,,,0,Pós-série,0 m: sem pós-série separado; a série principal termina em intensidade controlada e o treino segue diretamente para o regenerativo.,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-095-B07-S01,RKF-MAST-NC-095-B07,RKF-MAST-NC-095,1,,,200,Regenerativo,"200 m: 100 costas A1 +100 livre muito leve, reduzindo progressivamente a frequência e a tensão muscular.",A1,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-096-B01-S01,RKF-MAST-NC-096-B01,RKF-MAST-NC-096,1,4,25,400,Aquecimento,"400 m: 200 livre A1 confortável, soltando ombros e alongando a braçada + 4×25 @20"" progressivos 60→80% + 2×50 @15"" (25 m scull frontal + 25 m crawl completo, buscando sentir pressão contínua da mão na água).",A1,Livre/Crawl,,Scull|Braçadas,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-096-B02-S01,RKF-MAST-NC-096-B02,RKF-MAST-NC-096,1,8,50,400,Técnica/Fundamento,"400 m: 8×50 @15""–20"": 25 m scull frontal + 25 m crawl completo, buscando sentir pressão contínua da mão na água; controlar braçadas e manter sensação de facilidade. Intensidade A1, prioridade absoluta à execução técnica.",A1,Livre/Crawl,,Scull|Braçadas,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-096-B03-S01,RKF-MAST-NC-096-B03,RKF-MAST-NC-096,1,2,50,100,Força/Material,"100 m: 2×50 @20"": material leve opcional (pé de pato ou palmar pequeno), 25 m técnico + 25 m nado completo A1. Sem resistência alta.",A1,,Palmar pequeno|Pé de pato,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-096-B04-S01,RKF-MAST-NC-096-B04,RKF-MAST-NC-096,1,4,50,200,Pré-série,"200 m: 4×50 @20"": 25 A1 + 25 A2 confortável. Elevar o ritmo apenas o suficiente para preparar o bloco principal, sem entrar em A3.",A3|A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-096-B05-S01,RKF-MAST-NC-096-B05,RKF-MAST-NC-096,1,7,100,700,Principal,"700 m: 7×100 @20"": 50 A1 +25 A2 +25 A2 um pouco mais firme, sem A3.",A3|A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-096-B06-S01,RKF-MAST-NC-096-B06,RKF-MAST-NC-096,1,,,0,Pós-série,0 m: sem pós-série separado; a série principal termina em intensidade controlada e o treino segue diretamente para o regenerativo.,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-096-B07-S01,RKF-MAST-NC-096-B07,RKF-MAST-NC-096,1,,,200,Regenerativo,"200 m: 100 costas A1 +100 livre muito leve, reduzindo progressivamente a frequência e a tensão muscular.",A1,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-097-B01-S01,RKF-MAST-NC-097-B01,RKF-MAST-NC-097,1,4,25,300,Aquecimento,"300 m: 100 livre A1 confortável + 4×25 @20"" (progressivos 60→75%, sem sprint) + 2×50 @15"" (25 m catch-up + 25 m crawl completo, mantendo alinhamento e rotação suave).",A1,Livre/Crawl,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-097-B02-S01,RKF-MAST-NC-097-B02,RKF-MAST-NC-097,1,6,50,300,Técnica/Fundamento,"300 m: 6×50 @15""–20"": 25 m catch-up + 25 m crawl completo, mantendo alinhamento e rotação suave; controlar braçadas e manter sensação de facilidade. Intensidade A1, prioridade absoluta à execução técnica.",A1,Livre/Crawl,,Braçadas,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-097-B03-S01,RKF-MAST-NC-097-B03,RKF-MAST-NC-097,1,,,0,Força/Material,"0 m: sem bloco de força/material; objetivo é preservar caráter leve, técnico e recuperativo da sessão.",,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-097-B04-S01,RKF-MAST-NC-097-B04,RKF-MAST-NC-097,1,4,50,200,Pré-série,"200 m: 4×50 @20"": 25 A1 + 25 A2 confortável. Elevar o ritmo apenas o suficiente para preparar o bloco principal, sem entrar em A3.",A3|A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-097-B05-S01,RKF-MAST-NC-097-B05,RKF-MAST-NC-097,1,3,200,600,Principal,"600 m: 3×200 @25""; cada 200 = 100 A1 +100 A2 confortável.",A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-097-B06-S01,RKF-MAST-NC-097-B06,RKF-MAST-NC-097,1,,,0,Pós-série,0 m: sem pós-série separado; a série principal termina em intensidade controlada e o treino segue diretamente para o regenerativo.,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-097-B07-S01,RKF-MAST-NC-097-B07,RKF-MAST-NC-097,1,,,200,Regenerativo,"200 m: 100 costas A1 +100 livre muito leve, reduzindo progressivamente a frequência e a tensão muscular.",A1,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-098-B01-S01,RKF-MAST-NC-098-B01,RKF-MAST-NC-098,1,4,25,400,Aquecimento,"400 m: 200 livre A1 confortável, soltando ombros e alongando a braçada + 4×25 @20"" progressivos 60→80% + 2×50 @15"" (25 m crawl com um braço alternando a cada 12,5 m + 25 m crawl completo).",A1,Livre/Crawl,,Braçadas,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-098-B02-S01,RKF-MAST-NC-098-B02,RKF-MAST-NC-098,1,6,50,300,Técnica/Fundamento,"300 m: 6×50 @15""–20"": 25 m crawl com um braço alternando a cada 12,5 m + 25 m crawl completo; controlar braçadas e manter sensação de facilidade. Intensidade A1, prioridade absoluta à execução técnica.",A1,Livre/Crawl,,Braçadas,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-098-B03-S01,RKF-MAST-NC-098-B03,RKF-MAST-NC-098,1,,,0,Força/Material,"0 m: sem bloco de força/material; objetivo é preservar caráter leve, técnico e recuperativo da sessão.",,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-098-B04-S01,RKF-MAST-NC-098-B04,RKF-MAST-NC-098,1,4,50,200,Pré-série,"200 m: 4×50 @20"": 25 A1 + 25 A2 confortável. Elevar o ritmo apenas o suficiente para preparar o bloco principal, sem entrar em A3.",A3|A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-098-B05-S01,RKF-MAST-NC-098-B05,RKF-MAST-NC-098,1,,,700,Principal,"700 m contínuos, alternando a cada 100 m A1 / A2 confortável; último 100 volta para A1 para terminar organizado.",A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-098-B06-S01,RKF-MAST-NC-098-B06,RKF-MAST-NC-098,1,,,0,Pós-série,0 m: sem pós-série separado; a série principal termina em intensidade controlada e o treino segue diretamente para o regenerativo.,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-098-B07-S01,RKF-MAST-NC-098-B07,RKF-MAST-NC-098,1,,,200,Regenerativo,"200 m: 100 costas A1 +100 livre muito leve, reduzindo progressivamente a frequência e a tensão muscular.",A1,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-099-B01-S01,RKF-MAST-NC-099-B01,RKF-MAST-NC-099,1,4,25,300,Aquecimento,"300 m: 100 livre A1 confortável + 4×25 @20"" (progressivos 60→75%, sem sprint) + 2×50 @15"" (25 m fingertip drag + 25 m crawl completo, recuperando braço relaxado).",A1,Livre/Crawl,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-099-B02-S01,RKF-MAST-NC-099-B02,RKF-MAST-NC-099,1,6,50,300,Técnica/Fundamento,"300 m: 6×50 @15""–20"": 25 m fingertip drag + 25 m crawl completo, recuperando braço relaxado; controlar braçadas e manter sensação de facilidade. Intensidade A1, prioridade absoluta à execução técnica.",A1,Livre/Crawl,,Braçadas,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-099-B03-S01,RKF-MAST-NC-099-B03,RKF-MAST-NC-099,1,2,50,100,Força/Material,"100 m: 2×50 @20"": material leve opcional (pé de pato ou palmar pequeno), 25 m técnico + 25 m nado completo A1. Sem resistência alta.",A1,,Palmar pequeno|Pé de pato,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-099-B04-S01,RKF-MAST-NC-099-B04,RKF-MAST-NC-099,1,4,50,200,Pré-série,"200 m: 4×50 @20"": 25 A1 + 25 A2 confortável. Elevar o ritmo apenas o suficiente para preparar o bloco principal, sem entrar em A3.",A3|A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-099-B05-S01,RKF-MAST-NC-099-B05,RKF-MAST-NC-099,1,6,100,600,Principal,"600 m: 6×100 @20"": 25 A1 +50 A2 +25 A1; objetivo é aprender a aumentar e reduzir o ritmo sem perder a técnica.",A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-099-B06-S01,RKF-MAST-NC-099-B06,RKF-MAST-NC-099,1,,,0,Pós-série,0 m: sem pós-série separado; a série principal termina em intensidade controlada e o treino segue diretamente para o regenerativo.,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-099-B07-S01,RKF-MAST-NC-099-B07,RKF-MAST-NC-099,1,,,200,Regenerativo,"200 m: 100 costas A1 +100 livre muito leve, reduzindo progressivamente a frequência e a tensão muscular.",A1,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-100-B01-S01,RKF-MAST-NC-100-B01,RKF-MAST-NC-100,1,4,25,400,Aquecimento,"400 m: 200 livre A1 confortável, soltando ombros e alongando a braçada + 4×25 @20"" progressivos 60→80% + 2×50 @15"" (25 m 6 pernadas + 3 braçadas + 25 m crawl completo, conectando rotação e apoio).",A1,Livre/Crawl,,Braçadas|Perna|Sensibilidade,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-100-B02-S01,RKF-MAST-NC-100-B02,RKF-MAST-NC-100,1,6,50,300,Técnica/Fundamento,"300 m: 6×50 @15""–20"": 25 m 6 pernadas + 3 braçadas + 25 m crawl completo, conectando rotação e apoio; controlar braçadas e manter sensação de facilidade. Intensidade A1, prioridade absoluta à execução técnica.",A1,Livre/Crawl,,Braçadas|Perna|Sensibilidade,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-100-B03-S01,RKF-MAST-NC-100-B03,RKF-MAST-NC-100,1,2,50,100,Força/Material,"100 m: 2×50 @20"": material leve opcional (pé de pato ou palmar pequeno), 25 m técnico + 25 m nado completo A1. Sem resistência alta.",A1,,Palmar pequeno|Pé de pato,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-100-B04-S01,RKF-MAST-NC-100-B04,RKF-MAST-NC-100,1,4,50,200,Pré-série,"200 m: 4×50 @20"": 25 A1 + 25 A2 confortável. Elevar o ritmo apenas o suficiente para preparar o bloco principal, sem entrar em A3.",A3|A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-100-B05-S01,RKF-MAST-NC-100-B05,RKF-MAST-NC-100,1,7,100,700,Principal,"700 m: 7×100 @20"": 75 A1→A2 progressivo +25 A1 restaurando amplitude antes da repetição seguinte.",A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-100-B06-S01,RKF-MAST-NC-100-B06,RKF-MAST-NC-100,1,,,0,Pós-série,0 m: sem pós-série separado; a série principal termina em intensidade controlada e o treino segue diretamente para o regenerativo.,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-NC-100-B07-S01,RKF-MAST-NC-100-B07,RKF-MAST-NC-100,1,,,200,Regenerativo,"200 m: 100 costas A1 +100 livre muito leve, reduzindo progressivamente a frequência e a tensão muscular.",A1,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-001-B01-S01,RKF-MAST-DEV-001-B01,RKF-MAST-DEV-001,1,,,300,Aquecimento,300 m: aquecimento progressivo em A1 com livre/costas e acelerações técnicas curtas; preservar conforto e qualidade.,A1,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-001-B02-S01,RKF-MAST-DEV-001-B02,RKF-MAST-DEV-001,1,,,300,Técnica/Fundamento,300 m: educativos de crawl/posição/apoio/respiração adequados ao objetivo da sessão; transferência imediata para nado completo.,,Livre/Crawl,,Respiração|Sensibilidade,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-001-B03-S01,RKF-MAST-DEV-001-B03,RKF-MAST-DEV-001,1,,,0,Força/Material,0 m: sem bloco de força/material nesta sessão; objetivo principal é técnico-aeróbio.,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-001-B04-S01,RKF-MAST-DEV-001-B04,RKF-MAST-DEV-001,1,,,200,Pré-série,200 m: preparação A1→A2 ou técnica específica para organizar o estímulo principal sem gerar fadiga precoce.,A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-001-B05-S01,RKF-MAST-DEV-001-B05,RKF-MAST-DEV-001,1,6,100,600,Principal,"6×100 A2 @20s; 1–2 ritmo, 3–4 tempo/braçadas, 5 eficiência, 6 integração.",A2,,,Braçadas,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-001-B06-S01,RKF-MAST-DEV-001-B06,RKF-MAST-DEV-001,1,,,0,Pós-série,0 m: sem pós-série separado; a série principal termina controlada e segue diretamente para o regenerativo.,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-001-B07-S01,RKF-MAST-DEV-001-B07,RKF-MAST-DEV-001,1,,,200,Regenerativo,"200 m: regenerativo A1 muito leve, preferencialmente livre/costas, buscando terminar melhor do que começou.",A1,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-002-B01-S01,RKF-MAST-DEV-002-B01,RKF-MAST-DEV-002,1,,,400,Aquecimento,400 m: aquecimento progressivo em A1 com livre/costas e acelerações técnicas curtas; preservar conforto e qualidade.,A1,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-002-B02-S01,RKF-MAST-DEV-002-B02,RKF-MAST-DEV-002,1,,,200,Técnica/Fundamento,200 m: educativos de crawl/posição/apoio/respiração adequados ao objetivo da sessão; transferência imediata para nado completo.,,Livre/Crawl,,Respiração|Sensibilidade,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-002-B03-S01,RKF-MAST-DEV-002-B03,RKF-MAST-DEV-002,1,,,0,Força/Material,0 m: sem bloco de força/material nesta sessão; objetivo principal é técnico-aeróbio.,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-002-B04-S01,RKF-MAST-DEV-002-B04,RKF-MAST-DEV-002,1,,,200,Pré-série,200 m: preparação A1→A2 ou técnica específica para organizar o estímulo principal sem gerar fadiga precoce.,A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-002-B05-S01,RKF-MAST-DEV-002-B05,RKF-MAST-DEV-002,1,3,200,700,Principal,3×200 A2 negative split @30s + 2×50 A2 @20s.,A2,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-002-B06-S01,RKF-MAST-DEV-002-B06,RKF-MAST-DEV-002,1,,,0,Pós-série,0 m: sem pós-série separado; a série principal termina controlada e segue diretamente para o regenerativo.,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-002-B07-S01,RKF-MAST-DEV-002-B07,RKF-MAST-DEV-002,1,,,200,Regenerativo,"200 m: regenerativo A1 muito leve, preferencialmente livre/costas, buscando terminar melhor do que começou.",A1,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-003-B01-S01,RKF-MAST-DEV-003-B01,RKF-MAST-DEV-003,1,,,400,Aquecimento,400 m: aquecimento progressivo em A1 com livre/costas e acelerações técnicas curtas; preservar conforto e qualidade.,A1,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-003-B02-S01,RKF-MAST-DEV-003-B02,RKF-MAST-DEV-003,1,,,200,Técnica/Fundamento,200 m: educativos de crawl/posição/apoio/respiração adequados ao objetivo da sessão; transferência imediata para nado completo.,,Livre/Crawl,,Respiração|Sensibilidade,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-003-B03-S01,RKF-MAST-DEV-003-B03,RKF-MAST-DEV-003,1,,,300,Força/Material,"300 m: material conforme arquitetura da sessão, resistência leve/moderada e técnica preservada; interromper se houver sobrecarga de ombro.",,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-003-B04-S01,RKF-MAST-DEV-003-B04,RKF-MAST-DEV-003,1,,,0,Pré-série,0 m: sem pré-série separada; a progressão do treino já prepara diretamente o bloco principal.,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-003-B05-S01,RKF-MAST-DEV-003-B05,RKF-MAST-DEV-003,1,6,50,700,Principal,6×50 (25 pull+palmar pequeno A2/25 livre) + principal 2×200+2×100+2×50 A2.,A2,Livre/Crawl,Palmar pequeno,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-003-B06-S01,RKF-MAST-DEV-003-B06,RKF-MAST-DEV-003,1,,,0,Pós-série,0 m: sem pós-série separado; a série principal termina controlada e segue diretamente para o regenerativo.,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-003-B07-S01,RKF-MAST-DEV-003-B07,RKF-MAST-DEV-003,1,,,200,Regenerativo,"200 m: regenerativo A1 muito leve, preferencialmente livre/costas, buscando terminar melhor do que começou.",A1,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-004-B01-S01,RKF-MAST-DEV-004-B01,RKF-MAST-DEV-004,1,,,300,Aquecimento,300 m: aquecimento progressivo em A1 com livre/costas e acelerações técnicas curtas; preservar conforto e qualidade.,A1,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-004-B02-S01,RKF-MAST-DEV-004-B02,RKF-MAST-DEV-004,1,,,300,Técnica/Fundamento,300 m: educativos de crawl/posição/apoio/respiração adequados ao objetivo da sessão; transferência imediata para nado completo.,,Livre/Crawl,,Respiração|Sensibilidade,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-004-B03-S01,RKF-MAST-DEV-004-B03,RKF-MAST-DEV-004,1,,,0,Força/Material,0 m: sem bloco de força/material nesta sessão; objetivo principal é técnico-aeróbio.,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-004-B04-S01,RKF-MAST-DEV-004-B04,RKF-MAST-DEV-004,1,,,200,Pré-série,200 m: preparação A1→A2 ou técnica específica para organizar o estímulo principal sem gerar fadiga precoce.,A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-004-B05-S01,RKF-MAST-DEV-004-B05,RKF-MAST-DEV-004,1,,,800,Principal,"50-100-150-200-150-100-50 A2, 15–25s; mesma sensação de velocidade.",A2,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-004-B06-S01,RKF-MAST-DEV-004-B06,RKF-MAST-DEV-004,1,,,0,Pós-série,0 m: sem pós-série separado; a série principal termina controlada e segue diretamente para o regenerativo.,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-004-B07-S01,RKF-MAST-DEV-004-B07,RKF-MAST-DEV-004,1,,,200,Regenerativo,"200 m: regenerativo A1 muito leve, preferencialmente livre/costas, buscando terminar melhor do que começou.",A1,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-005-B01-S01,RKF-MAST-DEV-005-B01,RKF-MAST-DEV-005,1,,,300,Aquecimento,300 m: aquecimento progressivo em A1 com livre/costas e acelerações técnicas curtas; preservar conforto e qualidade.,A1,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-005-B02-S01,RKF-MAST-DEV-005-B02,RKF-MAST-DEV-005,1,,,300,Técnica/Fundamento,300 m: educativos de crawl/posição/apoio/respiração adequados ao objetivo da sessão; transferência imediata para nado completo.,,Livre/Crawl,,Respiração|Sensibilidade,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-005-B03-S01,RKF-MAST-DEV-005-B03,RKF-MAST-DEV-005,1,,,300,Força/Material,"300 m: material conforme arquitetura da sessão, resistência leve/moderada e técnica preservada; interromper se houver sobrecarga de ombro.",,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-005-B04-S01,RKF-MAST-DEV-005-B04,RKF-MAST-DEV-005,1,,,0,Pré-série,0 m: sem pré-série separada; a progressão do treino já prepara diretamente o bloco principal.,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-005-B05-S01,RKF-MAST-DEV-005-B05,RKF-MAST-DEV-005,1,6,50,600,Principal,"6×50 perna A1/A2, pé de pato opcional; 6×100 A2 com suporte de perna.",A2|A1,,Pé de pato,Perna,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-005-B06-S01,RKF-MAST-DEV-005-B06,RKF-MAST-DEV-005,1,,,0,Pós-série,0 m: sem pós-série separado; a série principal termina controlada e segue diretamente para o regenerativo.,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-005-B07-S01,RKF-MAST-DEV-005-B07,RKF-MAST-DEV-005,1,,,200,Regenerativo,"200 m: regenerativo A1 muito leve, preferencialmente livre/costas, buscando terminar melhor do que começou.",A1,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-006-B01-S01,RKF-MAST-DEV-006-B01,RKF-MAST-DEV-006,1,,,300,Aquecimento,300 m: aquecimento progressivo em A1 com livre/costas e acelerações técnicas curtas; preservar conforto e qualidade.,A1,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-006-B02-S01,RKF-MAST-DEV-006-B02,RKF-MAST-DEV-006,1,,,300,Técnica/Fundamento,300 m: educativos de crawl/posição/apoio/respiração adequados ao objetivo da sessão; transferência imediata para nado completo.,,Livre/Crawl,,Respiração|Sensibilidade,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-006-B03-S01,RKF-MAST-DEV-006-B03,RKF-MAST-DEV-006,1,,,0,Força/Material,0 m: sem bloco de força/material nesta sessão; objetivo principal é técnico-aeróbio.,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-006-B04-S01,RKF-MAST-DEV-006-B04,RKF-MAST-DEV-006,1,,,200,Pré-série,200 m: preparação A1→A2 ou técnica específica para organizar o estímulo principal sem gerar fadiga precoce.,A2|A1,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-006-B05-S01,RKF-MAST-DEV-006-B05,RKF-MAST-DEV-006,1,3,200,600,Principal,3×200 A2 @30s variando padrão respiratório sem hipóxia.,A2,,,Respiração,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-006-B06-S01,RKF-MAST-DEV-006-B06,RKF-MAST-DEV-006,1,,,0,Pós-série,0 m: sem pós-série separado; a série principal termina controlada e segue diretamente para o regenerativo.,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-006-B07-S01,RKF-MAST-DEV-006-B07,RKF-MAST-DEV-006,1,,,200,Regenerativo,"200 m: regenerativo A1 muito leve, preferencialmente livre/costas, buscando terminar melhor do que começou.",A1,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-007-B01-S01,RKF-MAST-DEV-007-B01,RKF-MAST-DEV-007,1,,,400,Aquecimento,400 m: aquecimento progressivo em A1 com livre/costas e acelerações técnicas curtas; preservar conforto e qualidade.,A1,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-007-B02-S01,RKF-MAST-DEV-007-B02,RKF-MAST-DEV-007,1,,,200,Técnica/Fundamento,200 m: educativos de crawl/posição/apoio/respiração adequados ao objetivo da sessão; transferência imediata para nado completo.,,Livre/Crawl,,Respiração|Sensibilidade,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-007-B03-S01,RKF-MAST-DEV-007-B03,RKF-MAST-DEV-007,1,,,300,Força/Material,"300 m: material conforme arquitetura da sessão, resistência leve/moderada e técnica preservada; interromper se houver sobrecarga de ombro.",,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-007-B04-S01,RKF-MAST-DEV-007-B04,RKF-MAST-DEV-007,1,,,0,Pré-série,0 m: sem pré-série separada; a progressão do treino já prepara diretamente o bloco principal.,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-007-B05-S01,RKF-MAST-DEV-007-B05,RKF-MAST-DEV-007,1,6,50,700,Principal,6×50 alternando 25 com pé de pato/25 sem; 7×100 A2 sem material.,A2,,Pé de pato,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-007-B06-S01,RKF-MAST-DEV-007-B06,RKF-MAST-DEV-007,1,,,0,Pós-série,0 m: sem pós-série separado; a série principal termina controlada e segue diretamente para o regenerativo.,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-007-B07-S01,RKF-MAST-DEV-007-B07,RKF-MAST-DEV-007,1,,,200,Regenerativo,"200 m: regenerativo A1 muito leve, preferencialmente livre/costas, buscando terminar melhor do que começou.",A1,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-008-B01-S01,RKF-MAST-DEV-008-B01,RKF-MAST-DEV-008,1,,,300,Aquecimento,300 m: aquecimento progressivo em A1 com livre/costas e acelerações técnicas curtas; preservar conforto e qualidade.,A1,Livre/Crawl|Costas,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-008-B02-S01,RKF-MAST-DEV-008-B02,RKF-MAST-DEV-008,1,,,300,Técnica/Fundamento,300 m: educativos de crawl/posição/apoio/respiração adequados ao objetivo da sessão; transferência imediata para nado completo.,,Livre/Crawl,,Respiração|Sensibilidade,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-008-B03-S01,RKF-MAST-DEV-008-B03,RKF-MAST-DEV-008,1,,,0,Força/Material,0 m: sem bloco de força/material nesta sessão; objetivo principal é técnico-aeróbio.,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-008-B04-S01,RKF-MAST-DEV-008-B04,RKF-MAST-DEV-008,1,,,0,Pré-série,0 m: sem pré-série separada; a progressão do treino já prepara diretamente o bloco principal.,,,,,normalized_atomic_block,NORMALIZED_EXACT
RKF-MAST-DEV-008-B05-S01,RKF-MAST-DEV-008-B05,RKF-MAST-DEV-008,1,7,100,700,Principal,"7×100 A2 @25s; comparar tempo + braçadas, sem competir.",A2,,,Braçadas,normalized_atomic_block,NORMALIZED_EXACT
